content,date,district,place,problem,sentiment,tweetid
"""UK's Oxford University COVID-19 vaccine shows positive results in first phase of human trials""  https://t.co/nxmRgzLTwS",2020-07-21,Ahmedabad,Ahmadabad City,null,positive,1.2854886438978437e+18
@RailMinIndia on urgent basis as its important product for Covid patient. Earlier also one Consignment no 2011-0904… https://t.co/E5eO5c2b9e,2020-07-21,Thane,Thane,['Daily Services'],negative,1.285488488163373e+18
"https://t.co/uL2R4YpNq7 is organising a digital Health Summit on 24th July. Want to catch the webinar live?

Regist… https://t.co/UJmzrv0KxI",2020-07-21,Aravalli,Modasa,['Transpotation'],negative,1.285488131492311e+18
"400 cases: Thali Bajao
600 cases: Lockdown 1
4000 cases: Diya Jalao

12,000 cases: Lockdown 2
40,000 cases: Lockdow… https://t.co/5pSFlYEhCH",2020-07-21,Kolkata,Kolkata,null,neutral,1.2854880783421235e+18
@AmitShah  Respectef sir there is no control of Covid 19 in Telangana state. Govt. Is reporting all false news to c… https://t.co/0QwRhV2tGk,2020-07-21,Patna,Rajendra Nagar,['Transpotation'],negative,1.2854878086483272e+18
@bigbasket_com is being extremely #unsafe and irresponsible during the #pandemic by refusing to provide bags for ov… https://t.co/qOBkrqw6os,2020-07-21,New Delhi,New Delhi,['Transpotation'],negative,1.285487650904748e+18
"@RailMinIndia Sir, Our principal A-Care India is booked a Covid care product from Chennai to Kalyan vide receipt no… https://t.co/yAVLVQMMEi",2020-07-21,Thane,Thane,['Transpotation'],negative,1.285487559938728e+18
"@smartkdmc Sir A Factory building in MIDC PHASE 1 Plot No C6 B is empty, Owner of premises desire to give this KDMC… https://t.co/nx2g9fLXSp",2020-07-21,Thane,Kalyan Dombivali,['Transpotation'],negative,1.2854874181586616e+18
@JPNadda Respected sir there is no Covid-19 control in Telangana and reporting facts by govt. Is total false. Pleas… https://t.co/JxYNMzML33,2020-07-21,Patna,Rajendra Nagar,['Others'],negative,1.2854873258672046e+18
"#MamatarShahidProhoson Now in WB democracy replaced by Mamatcracy, where false cases given to Bjp workers &amp; leaders… https://t.co/fyCA40xNbz",2020-07-21,Howrah,Haora,null,neutral,1.285487261279191e+18
Daily no. of COVID cases took a jump of 10k within a period of 4days only. Don't understand how UGC is still going… https://t.co/mDHYtaPTDR,2020-07-21,New Delhi,New Delhi,['Others'],negative,1.2854872391499612e+18
@DrRPNishank Respected sir I request you to please cancel compartment exam due to covid 19 pandemic plz life is mor… https://t.co/3eQcAuc9bc,2020-07-21,New Delhi,New Delhi,null,positive,1.285486914640855e+18
India is the third most worst country hit with Covid facing health care and economic crisis. Instead of tackling th… https://t.co/fsAqD1WmIb,2020-07-21,Raipur,Raipur,['Food Shortage'],negative,1.2854864462629356e+18
"Will the MHRD take responsibility for any students that gets infected with Covid-19 while giving exam?

#WakeUpMHRD",2020-07-21,Varanasi,Varanasi,['Others'],negative,1.2854859028363346e+18
@baishya_arnab Not necessarily. People wanting a lockdown can be ambitious about eradicating the virus which is a priority.,2020-07-21,Jorhat,Jorhat,null,positive,1.28548559447944e+18
Asha worker's are working day and night for the Covid pandemic. They are not rewarded property by our State governm… https://t.co/GDUT7jH6q1,2020-07-21,Bangalore,Bengaluru,['Others'],negative,1.2854849949749862e+18
"Will the MHRD take responsibility for any students that gets infected with Covid-19 while giving exam?

#WakeUpMHRD",2020-07-21,Ambala,Ambala,['Others'],negative,1.2854842474535895e+18
"@baishya_arnab I second you on that. There should be a modified set of rules for a lockdown!
Never really meant tha… https://t.co/XHiHZA3D2L",2020-07-21,Jorhat,Jorhat,null,neutral,1.285483813573808e+18
Daily no. of COVID cases took a jump of 10k within a period of 4days only. Don't understand how UGC is still going… https://t.co/J6ak5Qaa8Y,2020-07-21,Raipur,Raipur,['Others'],negative,1.285483809928962e+18
Even before the lockdown was imposed country wide the schools are shut. The classes have been discontinued because… https://t.co/2JLZnLe4x1,2020-07-21,East Godavari,Rajahmundry,['Economic'],negative,1.2854836811638333e+18
Some state government’s are reintroducing lockdown as the corona cases have been on a surge. With so many cases aro… https://t.co/s7Liks2kJs,2020-07-21,Amritsar,Amritsar,null,neutral,1.2854836497275576e+18
Even celebrities are tested covid positive then we are the ordinary students that have no facilities available whil… https://t.co/BKSegTVNeh,2020-07-21,Raipur,Raipur,['Others'],negative,1.2854836320778609e+18
"It's time to understand how serious is COVID-19 &amp; playing with student's life is not acceptable. 
#WakeUpMHRD",2020-07-21,East Godavari,Rajahmundry,['Transpotation'],negative,1.285483533536858e+18
"The Director-General of Health Services (DGHS) has cautioned against the use of N-95 valved respirator masks, stati… https://t.co/7Ky2wVuS0I",2020-07-21,New Delhi,New Delhi,null,neutral,1.2854834359731732e+18
@jdhankhar1 @MamataOfficial What can you do Sir  except recommending President's rule . Will it b wise under presen… https://t.co/Ous8HN8IWF,2020-07-21,Kolkata,Bidhan Nagar,null,positive,1.2854832776465859e+18
"While parents are waiting for school fee waivers during the lockdown due to the COVID-19 situation in the country,… https://t.co/QDFpfzEuif",2020-07-21,East Godavari,Rajahmundry,null,neutral,1.2854832466884526e+18
India is having daily 30 to 40k  Covid-19 cases and presently 3rd worst hit Country in world. Without thinking abou… https://t.co/2R1XlJwo0Y,2020-07-21,New Delhi,New Delhi,['Transpotation'],negative,1.2854829762019574e+18
@JioCare dear sir why my number is deactivate in lockdown time.sir please active my Jio number 9853843146.please take us urgent mater,2020-07-21,Khordha,pran nath college khordha,null,positive,1.2854828876057068e+18
"India has become the third most infection affected country in the world.
Allowing universities to conduct exams,at… https://t.co/2x586SJjWj",2020-07-21,East Godavari,Rajahmundry,['Others'],negative,1.2854827663525642e+18
The UGC cannot force lakhs of students to the risk of exposure despite knowing the condition of our country and it'… https://t.co/AK7IRqFKvo,2020-07-21,Amritsar,Amritsar,['Others'],negative,1.285482647737647e+18
Story Of Mukund Mishra | Mumbai College Student Mental Health Story | Student LockDown Story | Must Watch… https://t.co/akMJJuMpvZ,2020-07-21,Nagpur,Nagpur,null,neutral,1.2854825783554458e+18
India is the third worst affected country in the world from COVID and during this time the insensitive BJP govt is… https://t.co/QZaF1iIQID,2020-07-21,Amritsar,Amritsar,['Transpotation'],negative,1.2854825278183014e+18
Ministry of Health warns against using N-95 masks with valved respirators amid rising COVID-19 cases  https://t.co/2bHgr3s3H0,2020-07-21,Chennai,Saidapet,['Others'],negative,1.2854824498755052e+18
"@rexraj @captain_speakin @JD_JustDog @CJTopsy @cubbonparkcani2 That too. Govind the Groomer , our own Edward Scisso… https://t.co/8JPLt27ual",2020-07-21,Bangalore,Bengaluru,null,neutral,1.2854823672897495e+18
"While parents are waiting for school fee waivers during the lockdown due to the COVID-19 situation in the country,… https://t.co/bCLE9Gu4cV",2020-07-21,Raipur,Raipur,null,neutral,1.2854822221625467e+18
@raghav_chadha @RaghavChadhaOfc @ArvindKejriwal @DelhiJalBoard @Ceo_djb My senior citizen parents got their stopped… https://t.co/qUhD5rvRWp,2020-07-21,New Delhi,New Delhi,['Economic'],negative,1.285482174800466e+18
Why is the ministry of Human Resource Development so desperate to conduct exams? This is not something students &amp; t… https://t.co/5W7uO9r4tm,2020-07-21,Raipur,Raipur,['Others'],negative,1.2854821637023457e+18
The UGC cannot force lakhs of students to the risk of exposure despite knowing the condition of our country and it'… https://t.co/Q02S6roxWo,2020-07-21,Lakhimpur,North Lakhimpur,['Others'],negative,1.285482004264317e+18
@RaghavChadhaOfc @raghav_chadha @DelhiJalBoard @Ceo_djb @ArvindKejriwal My senior citizen parents got their stopped… https://t.co/8xRL8PN54v,2020-07-21,New Delhi,New Delhi,['Economic'],negative,1.2854819970836316e+18
@girishalva Following precautions and taking Ayurvedic Medicines being the essential but without lockdown maintenan… https://t.co/nCHTvc7ji5,2020-07-21,Madhepura,Saharsa,null,neutral,1.2854818727268188e+18
"Last 24 hours in Kerala

794 Covid Cases https://t.co/nn6xJR1djQ",2020-07-21,Thiruvananthapuram,Trivandrum,null,neutral,1.285481870784729e+18
Day by day Covid 19 cases are increasing  on this time the Central and State govt's are decide to conduct the Exams… https://t.co/J6ylZSZNQ9,2020-07-21,East Godavari,Rajahmundry,null,neutral,1.2854818144678994e+18
"India has become the third most infection affected country in the world.
Allowing universities to conduct exams,at… https://t.co/oIQiR6cw3r",2020-07-21,Amritsar,Amritsar,['Others'],negative,1.2854817904638566e+18
@WFRising we would like to do covid awareness  webinar in association with you. Kindly let me know how to proceed.… https://t.co/RVOOadXSr3,2020-07-21,Bangalore,Bengaluru South,null,positive,1.2854817723570053e+18
Schools in the country have been shut much before the national lockdown on 24 March and are still closed due tk Cov… https://t.co/J5s5xqlIrI,2020-07-21,East Godavari,Rajahmundry,null,neutral,1.2854816996949647e+18
"@owalson How well do you know me to put a statement saying - me and my family are rich and lucky?
Dude, we all unde… https://t.co/OJB18QQxW6",2020-07-21,Jorhat,Jorhat,null,positive,1.2854816529997128e+18
"@baishya_arnab And let it operate the same way, things might turn out well.
I understand how bad can a lockdown be… https://t.co/gVFJwmrzUm",2020-07-21,Jorhat,Jorhat,['Transpotation'],negative,1.285480186822013e+18
@dmgbnagar Kindly look into the Covid Patients who are absolutely fine and now having no symptoms are still made to… https://t.co/GAniZmNsma,2020-07-21,Gautam Buddha Nagar,Noida,null,positive,1.2854798324788634e+18
"Kerala Offers 
Up to 50% Subsidy On 
Electricity Bills Generated 
During Lockdown
#EPSஅடிக்கும்_EBகொள்ளை https://t.co/5aBXQKSROl",2020-07-21,Agra,Tamil Nadu,null,neutral,1.285479800727941e+18
"If anyone students dies of Covid-19 then who will take responsibility of his/her death.
#WakeUpMHRD
@DrRPNishank… https://t.co/nNTtPNaakw",2020-07-21,Gwalior,Gwalior,['Others'],negative,1.2854792535181148e+18
"No exam in covid and promote all the students of that academic year of 2019-2020.
#PromoteStudentsSaveFuture… https://t.co/pvqAUU8IyR",2020-07-21,New Delhi,New Delhi,['Others'],negative,1.2854788958404076e+18
"India is worst 3rd hit Country in world. UGC and the ministry Of HRD will help India get 1st position in world.

32… https://t.co/QrzEz7tj50",2020-07-21,Lakhimpur,North Lakhimpur,['Food Shortage'],negative,1.2854788779684782e+18
The UGC cannot force lakhs of students to the risk of exposure despite knowing the condition of our country and it'… https://t.co/uSOt0t3FUr,2020-07-21,Raipur,Raipur,['Others'],negative,1.2854787736100127e+18
#Odisha Sambalpur district administration announces shutdown from July 22 to July 31 throughout the district to che… https://t.co/ymr4EjGuFH,2020-07-21,Sambalpur,Sambalpur,null,neutral,1.2854786965229363e+18
Day by day Covid 19 cases are increasing  on this time the Central and State govt's are decide to conduct the Exams… https://t.co/CkzasziMPK,2020-07-21,Dakshina Kannada,Mangalore,null,neutral,1.2854786711641702e+18
@baishya_arnab It has been only 12 days since the total lockdown now. The figures that we are seeing today is only… https://t.co/KNxuD8muhm,2020-07-21,Jorhat,Jorhat,null,neutral,1.2854786571635794e+18
"Things we need to focus 
Covid situation, flood, hospital facilities, mental health, animals safety, family, social… https://t.co/olsk99WMPI",2020-07-21,Katihar,Katihar,null,positive,1.2854782875950776e+18
In this COVID-19 many are suffering from financial crisis . Instead of waiving off fees and cancelling exams UGC de… https://t.co/BGr9HU6YJa,2020-07-21,Gwalior,Gwalior,['Food Shortage'],negative,1.285478276165591e+18
"While parents are waiting for school fee waivers during the lockdown due to the COVID-19 situation in the country,… https://t.co/EGdJX2nK2c",2020-07-21,Sirohi,Abu Road,null,neutral,1.2854778539627643e+18
@ophelia11111 Such posts should be reported to Twitter for violating sensibilities of hungry bengalis in lockdown.,2020-07-21,New Delhi,New Delhi,['Daily Services'],negative,1.2854776832083927e+18
SOCIAL DISTANCING...WHATS THAT..?? No wonder why the number of #covid19 cases are multiplying in #Mumbai… https://t.co/1hMsmlpz6d,2020-07-21,Mumbai,Mumbai,['Others'],negative,1.2854776811869716e+18
"Good to see Health Ministry's advisory cautioning people against Valved masks:

N95 masks with valves can be detrim… https://t.co/EtZfFgq6wf",2020-07-21,Kolkata,Kolkata,null,positive,1.2854773452146442e+18
"Are we, the final year students, immune to the COVID-19 virus??
আমরা কি এই মারন ভাইরাসের প্রতিরোধক????.#WakeUpMHRD… https://t.co/ow4r9Iyd5V",2020-07-21,Jalpaiguri,Siliguri,null,positive,1.285477274888749e+18
In these time of uncertainty where students avoid going outside house because of the fear of Covid-19. They want th… https://t.co/djsoNjohl0,2020-07-21,Dakshina Kannada,Mangalore,['Others'],negative,1.2854770352219791e+18
"400 Cases: Thali bajao
600 Cases:Lockdown 1
4000 Cases:Diya jalao 

12,000 Cases: Lockdown 2
40,000 Cases: Lockdown… https://t.co/4zhj0b0Qo2",2020-07-21,Aurangabad,Daudnagar,null,neutral,1.285476896734507e+18
"Best Place to visit after Lockdown near Mumbai.
To know more visit at
https://t.co/7kz2lXbLmy
#travel… https://t.co/a4V9qIKsoc",2020-07-21,Mumbai,Mumbai,null,positive,1.285476766182568e+18
@ZeeNews Please cancel the compartment exam for this year ashtak cancel the compartment exam for class 10th and 12t… https://t.co/aJ6H9jn98O,2020-07-21,Ludhiana,Purba Muzaffarpur,['Economic'],negative,1.2854765507547013e+18
"COVID-2019 Full Form should be Chinese Originated Virus In December 2019
🤣🤣🤣",2020-07-21,Bhagalpur,Bhagalpur,null,positive,1.2854764573601587e+18
"While parents are waiting for school fee waivers during the lockdown due to the COVID-19 situation in the country,… https://t.co/sVXOMInwsi",2020-07-21,Amritsar,Amritsar,null,neutral,1.2854762108273582e+18
"Schools in the country have been shut much before the national lockdown of 24, March and are likely to be closed on… https://t.co/xIhsdwbMJA",2020-07-21,Amritsar,Amritsar,null,neutral,1.2854760427490468e+18
@RubikaLiyaquat Please cancel the compartment exam for class tenth and twelfth we all are intention when exam will… https://t.co/C9y6Y5EMLe,2020-07-21,Ludhiana,Purba Muzaffarpur,['Others'],negative,1.2854759612411044e+18
Every student life matters. Authorities must not make it more difficult for students to come and give exams amid pa… https://t.co/npjAG1rmOd,2020-07-21,Amritsar,Amritsar,['Others'],negative,1.2854754638176543e+18
Every student life matters. Authorities must not make it more difficult for students to come and give exams amid pa… https://t.co/wqTuX5Mm09,2020-07-21,Amritsar,Amritsar,['Others'],negative,1.2854753990366618e+18
"The draft EIA 2020, in its current form, proposes to grant environmental clearance to projects without rigorous scr… https://t.co/RHb64WIO4z",2020-07-21,Mumbai,Mumbai,null,positive,1.2854753950687683e+18
SERO survey in Delhi claims 23.48% of the people infected in Delhi with Covid 19 virus and most of the infected per… https://t.co/wpKe9jlBwF,2020-07-21,Nagaon,Nagaon,['Food Shortage'],negative,1.2854752609936384e+18
"@NabeelAhmed_5 What to speak about it? I booked a car on 15th April, they cancelled due to lockdown and since then… https://t.co/4dlsPDZFIo",2020-07-21,Mumbai,Mumbai,['Daily Services'],negative,1.2854752585609871e+18
Why is the ministry of Human Resource Development so desperate to conduct exams? This is not something students &amp; t… https://t.co/608coDKNvy,2020-07-21,Lakhimpur,North Lakhimpur,['Others'],negative,1.2854748773071217e+18
