tweetid,content,place,district,date,problem,sentiment
1279492572902125569,@amitguptabliss @DrNehalVaidya Same in Anand. The deaths are half of what have been in Covid hospitals. Have look a… https://t.co/lEMlwbkvhL,Anand,Anand,2020-07-04,['Food Shortage'],negative
1279492449208057859,"Abolishment of Current Academic Year due to Covid-19 Bengali V-3.
https://t.co/ZOoTby5BkV via @YouTube",Kolkata,Kolkata,2020-07-04,null,neutral
1279492315791241216,"Gyms and wellness centers in the city have been closed for over 110 days due to Covid-19
we appeal to the central a… https://t.co/myYOozDUIe",Guwahati,Kamrup Metropolitan,2020-07-04,null,positive
1279492251081637896,Abolishment of Current Academic Year  due to Covid-19 Bengali V-2. https://t.co/irqhK5L601 via @YouTube,Kolkata,Kolkata,2020-07-04,null,neutral
1279492020244004865,Abolishment of Current Academic Year due to Covid-19. Bengali V-1 https://t.co/03GC7hPx9G via @YouTube,Kolkata,Kolkata,2020-07-04,null,neutral
1279491505304920065,@BalrampurDm Thank so much sir give update covid -19 News 🇮🇳🙏 https://t.co/U9D0P0ZF6W,Gonda,Gonda,2020-07-04,null,positive
1279491250589057025,You were that girl who was appreciated by @IvankaTrump for your bravery as you reached at your home by cycling with… https://t.co/iKlBK0If73,Baraut,Baghpat,2020-07-04,null,positive
1279490326210572288,"He is your life and the length of your days.
Deuteronomy 30:20

#bible #bibleverse #hopeinchrist… https://t.co/Tubz0RU8nA",Tamil Nadu,Agra,2020-07-04,null,neutral
1279490295046959104,"The thought of foolishness is sin.
Proverbs 24:9

#bible #bibleverse #hopeinchrist #repentjesusiscoming #gospel… https://t.co/Ppa5PfE6i7",Tamil Nadu,Agra,2020-07-04,['Others'],negative
1279489855156744192,"@airvistara @AkbarTravelsIN Can I still use my Air ticket which automatically got cancelled due to lockdown ? 
Flig… https://t.co/cnCZ9nq30Y",New Delhi,New Delhi,2020-07-04,['Economic'],negative
1279489351416758274,"Happy Birthday Dadu!
.
.
.
You are missed everyday in this muggle world. Send some magic and love from the heavenly… https://t.co/rKn37NYloT",Kolkata,Kolkata,2020-07-04,null,positive
1279488316857933829,@KDMCOfficial @OfficeofUT thank you very much for providing Great facilities at Tata amantra covid centre. I am tha… https://t.co/19O3YsjDnb,Kalyan Dombivali,Thane,2020-07-04,null,positive
1279487809577873409,4th July 2020 Covid cases in the world. https://t.co/hpWLHVTsEo,Bengaluru South,Bangalore,2020-07-04,null,neutral
1279487614278496256,Delhi dad returned home last week after Covid treatment. Today his family buried him https://t.co/LNaRvfgMZc via @ThePrintIndia,Mumbai,Mumbai,2020-07-04,null,neutral
1279487487606353921,A team from MIT’s Computer Science and Artificial Intelligence Laboratory (CSAIL) has designed a new robotic system… https://t.co/7DNW7b12QG,Mumbai,Mumbai,2020-07-04,null,neutral
1279487256680521728,4th July 2020 Covid cases in India. https://t.co/t9WVKnK8Na,Bengaluru South,Bangalore,2020-07-04,null,neutral
1279486952576708608,Na hi itna developed infra structure .and was not fighting covid and feeding 80 cr for months ...paisa sahi jagah a… https://t.co/Qj7Ny4i1h2,Kolkata,Kolkata,2020-07-04,null,neutral
1279486911602503680,COVID-19 Impact on Education | Dhruv Rathee https://t.co/Nzu8DmZ01d via @YouTube,Mumbai,Mumbai,2020-07-04,null,neutral
1279483610026799104,"ICMR defends August 15 Covid vaccine deadline, says process ‘as per global norms’

The official claim by the ICMR t… https://t.co/rpYRIsbdp3",Patna City Outer,Patna,2020-07-04,null,neutral
1279482941924499457,@Dnyaneshwari04 You haven't read about chicken farms. It's worst than covid-19. https://t.co/auqY2gxsR5 See.,Arrah,Bhojpur,2020-07-04,['Daily Services'],negative
1279482537543380993,"In our country, the Covid 19 vaccine should be given first to the health workers and the army. @narendramodi… https://t.co/SelSDtXfzC",Kolkata,Kolkata,2020-07-04,null,neutral
1279482295980666880,"🤣May seem a sadistic laugh when you note that the Covid situation in India isn't showing any sign of receding! 
Fas… https://t.co/Dcb38caPOO",Bengaluru,Bangalore,2020-07-04,['Others'],negative
1279482217949851648,"Hands4Society received appreciation  for COVID-19 pandemic relief , by an Ex Army Officer. DEDICATING this APPRECIA… https://t.co/Cv7reOyitO",Bengaluru South,Bangalore,2020-07-04,['Others'],negative
1279481782249721856,We agree but it should not be like elections promise that no fee till COVID or till school opens &amp; then pay it enti… https://t.co/vVpl9M4XuR,Ghaziabad,Ghaziabad,2020-07-04,null,positive
1279481654210211840,"@DrSinghaniaRach Currently #COVID19 has no deadline..we have to devise the ways to combat this pandemic like banks,… https://t.co/bOGM81P71Q",New Delhi,New Delhi,2020-07-04,['Others'],negative
1279481211291709440,"@hvgoenka *Everyday COVID check at 7 p.m.*

Open your favourite bottle and smell it. If you can smell, you are not… https://t.co/FGQcKQT2DG",New Delhi,New Delhi,2020-07-04,null,neutral
1279480955296641024,"""Everytime I step out even for a walk, my mom marinates me in sanitizer"" - friend in Pune
#COVID__19",New Delhi,New Delhi,2020-07-04,null,neutral
1279480690023653377,Last week Prime Minister Modi an­nounced a three-month extension of relief measures for ration card holders. Howeve… https://t.co/modnSTBn9K,Noida,West Godavari,2020-07-04,null,positive
1279480618410098689,"@BBMP_MAYOR my friend got positive today,BBMP was supposed to come and pick up the patient where he resides,infact… https://t.co/EXRhL2GaNa",Bengaluru,Bangalore,2020-07-04,null,positive
1279480438747049985,"The singer's name is #PradiptaMohapatra, Ranapur, Dt Nayagarh who sings like Akshay Mohanty ! I will like to record… https://t.co/YJ1GTbv5rK",Bhubaneshwar,Khordha,2020-07-04,null,neutral
1279479903885209600,"Coronavirus, Covid-19 Zydus Cadila ZyCov-D Vaccine in India: We will take about three months to finish phase I and… https://t.co/duyqd4Zmy7",Chandigarh,Ward 15,2020-07-04,null,positive
1279479494118502400,"@PChidambaram_IN So true. MMS was silent then and Modi inspiring the soldiers... 
No handshakes is due to covid by the  way",Hyderabad,Hyderabad,2020-07-04,null,positive
1279479293853089792,Lockdown gave me chootkara from gossip aunties,Mumbai,Mumbai,2020-07-04,['Economic'],negative
1279479200882155520,"@Puri_Official Dear, DM Sir there are no updates about Covid_19 from last 3days on this page, Through TV we are jus… https://t.co/9C7VntuCJi",Puri,Puri,2020-07-04,['Daily Services'],negative
1279478466002317312,Pragati English shcool khokhra asking transportaion charges for April and May. They never sent a bus to my home who… https://t.co/sOql7ofADD,Daskroi,Ahmedabad,2020-07-04,['Daily Services'],negative
1279478076053708800,Pragati English shcool khokhra asking transportaion charges for April and May. They never sent a bus to my home who… https://t.co/5YaXWIirvu,Daskroi,Ahmedabad,2020-07-04,['Daily Services'],negative
1279477868548911105,"Urgent Plasma Requirement fm Covid-19 recovered patient.
Patient: Prem Lata Gupta 
Blood group: B+
Blood group requ… https://t.co/ZRFi8oumDe",New Delhi,New Delhi,2020-07-04,null,neutral
1279477678416908293,@BSBhatiInc  @RajCMO Resp . Sir This is my humble request to you that lockdown has brought everyone to a situation… https://t.co/mR9xoyOXEW,Udaipur,Udaipur,2020-07-04,null,positive
1279476887664746496,Very very sad state of affairs. This gradually riding in CORONA cases is due to mostly few undisciplined people as… https://t.co/WhtVNf2aBF,Bhubaneshwar,Khordha,2020-07-04,['Transpotation'],negative
1279476538430259200,Grateful to CM capt_amarinder Singh ji for acknowledging genuine students concerns by cancelling exams in view of C… https://t.co/qYml9UJSHc,Ludhiana,Ludhiana,2020-07-04,null,positive
1279475606619451392,"Not a good decision..every country trying to open schools/colleges to combat #COVID19.Here, everyone wants to… https://t.co/m8bdawzNxa",New Delhi,New Delhi,2020-07-04,['Daily Services'],negative
1279474489550462976,"Order for opening up of Grocery Stores for two-days, and relaxation from Lockdown in Guwahati will be changed! Than… https://t.co/1sNs2gvpSv",Guwahati,Kamrup Metropolitan,2020-07-04,null,positive
1279473806466142208,"Highest Number of Cases has been reported today. 

Highest Number of Deaths has been reported today.… https://t.co/SPi9nk2scr",New Delhi,New Delhi,2020-07-04,['Daily Services'],negative
1279472775334256642,"Business Opportunities In Lockdown Period..
#businessgrowth #lockdown2020 

https://t.co/JCwuYbr9Z7",Mumbai,Mumbai,2020-07-04,['Food Shortage'],negative
1279472556114800641,@minalba_gohil safe face covid 19..😢,Bhavnagar,Bhavnagar,2020-07-04,['Daily Services'],negative
1279472234000642048,"#TeachersMatter
 How often do we think of teachers wellbeing? It's time we spared a thought for teachers who have b… https://t.co/Uzu2vQ9Cd2",New Delhi,New Delhi,2020-07-04,null,positive
1279472065498591232,@rajeshtope11 thank you for your service and being instrumental in controlling Covid 19 in Maharashtra. #covid19… https://t.co/q3AlShpe3h,Haveli,Pune,2020-07-04,null,positive
1279471997395726336,"Being a journalist @RanaAyyub has helped a lot of needy ppl during the lockdown , she helped day n ni8 so that need… https://t.co/iBiqq8CwjJ",Darbhanga,Darbhanga,2020-07-04,null,positive
1279471810187104258,@Vodafone @idea totally disappointed from Vodafone service network issue and that to lockdown period where people h… https://t.co/OLQFbYz4kD,Haveli,Pune,2020-07-04,['Economic'],negative
1279471639353270272,"4.07.2020
#Covid_19+ve cases in India continue to rise rapidly; spiked by by 22771 in last 24 hrs. Total cases toda… https://t.co/C00cDC0ySB",Egmore Nungambakkam,Chennai,2020-07-04,['Others'],negative
1279471428723634176,"Daily Covid Update of Maharashra, Mumbai,Thane and Pune 
#4thJuly2020
#staysafe #stayhome #CoronaVirusUpdate… https://t.co/lyRvNxRKm6",Mumbai,Mumbai,2020-07-04,null,neutral
1279471283663589376,Get speedy recovery sir!!!! Jai hind #COVID19Pandemic #lockdown #guwahati https://t.co/3pcFQm2Bvn,Basugaon,Chirang,2020-07-04,null,positive
1279471073294028800,@EaseMyTrip is a BIG FRAUD and should be boycotted by all. They are not refunding money when flights have been canc… https://t.co/GwFicUCFGJ,Jamshedpur,Purbi Singhbhum,2020-07-04,['Daily Services'],negative
1279470970554552323,@Iam_Ayushmann grt job braving the covid situation. take care,New Delhi,New Delhi,2020-07-04,null,positive
1279470618321186816,"#MurlidharMohol, #mayor of #Pune city,wrote that he had a mild fever and so he got himself tested for COVID-19, the… https://t.co/gKvk0Zi0pp",Pune,Pune,2020-07-04,null,neutral
1279470515745243142,@BrahmapurCorp @Ganjam_Admin @DRDAGanjam @sdmbam Or karo restrictions... Shutdown lockdown... Limited timing... Ab sab bhukto..,Anekal Bangaluru,Bangalore,2020-07-04,['Daily Services'],negative
1279470004509925376,"Post lockdown, operation started at #JorhatAirport on 10 June. The total pax increased 3 folds by 4th July.
Safety… https://t.co/0Jta0Aljfr",Jorhat,Jorhat,2020-07-04,null,neutral
1279469627051962368,"Remember how blessed u r to be alive .Breathing ,walking ,talking , having your vision ,clean water and good food t… https://t.co/DRMbNDzF9d",Bulandshahr,Bulandshahr,2020-07-04,null,positive
1279469511205257217,@MMRDAOfficial Good its lockdown so no loss of life... But parked vehicles damaged.. Who will bear that cost of rep… https://t.co/FvfpJgFsEl,Mumbai,Mumbai,2020-07-04,['Others'],negative
1279469283580379136,But I will request ICMR &amp; govt of India not to be hasty in allowing use of any covid vaccine prepared in a very sho… https://t.co/RHBYgvHGmg,Bhubaneshwar,Khordha,2020-07-04,null,positive
1279468920005509120,Can anyone explain where we are exactly when it comes to this COVID curve. Is it flattened or still uphill ? What I… https://t.co/ou12uuYELA,Mumbai,Mumbai,2020-07-04,['Daily Services'],negative
1279468635300511747,"COVID 19 :-
When This Is Over....Let's Remember That It Wasn't The #CEO's &amp; #BILLIONAIRE's Who Saved Us It Was The… https://t.co/R4jVA1g3x6",Amravati,Amravati,2020-07-04,null,positive
1279468423265705985,"Why does not MBMC Commissioner @BhaindarMira  @BhayandarMira gives daily Covid Bed Management report -Available,Occ… https://t.co/CyLhbMSBSa",Mumbai,Mumbai,2020-07-04,null,neutral
1279468196383383553,"Awarded with two certificates of appreciation for successfully passing the test on 
1) How to manage post COVID sce… https://t.co/JtoVDU5fuo",Gumla,Gumla,2020-07-04,null,neutral
1279468038073356289,"@RaajThorat @dhruv_rathee @narendramodi Update yourself with the latest, Pidi. Don't behave like your leader. The s… https://t.co/X3HGtGqJPj",Bengaluru South,Bangalore,2020-07-04,['Others'],negative
1279466981494669315,Looks like another nationwide full #lockdown is inevitable. Every state is is posting higher number of day to day b… https://t.co/Y0BJfebNoz,Mumbai,Mumbai,2020-07-04,['Others'],negative
1279466579214753793,"Karnataka had some 500 cases before lockdown was lifted now 21000 +
And now almost 1000 
Look at Assam, how promptl… https://t.co/hotmeLWNYN",Bengaluru,Bangalore,2020-07-04,null,neutral
1279466104759267328,"Terrible.
This shows Covid-19 can last for several months.
Take care. 🌸 https://t.co/dOfmFeEGpM",New Delhi,New Delhi,2020-07-04,['Daily Services'],negative
1279466056541757442,#VoiceOfGhatkopar : BMC Ward N | Ghatkopar Vidyavihar | • Corona Cases Updates as on 3 July 2020. • Source : Source… https://t.co/xxcJE2F9vL,Mumbai,Mumbai,2020-07-04,null,neutral
1279465074130685954,The relaxation brought to normal movement of the people 👫 even though insist on the covid pandemic guidelines maint… https://t.co/cI7XMGu5Eq,Bengaluru South,Bangalore,2020-07-04,['Economic'],negative
1279464833339940864,"#saveTelangan @PMOIndia @bandisanjay_bjp @Eatala_Rajender @Swamy39 Worst in Covid treatment and control, Hiding inf… https://t.co/Oy4wIqMFEL",Rajendra Nagar,Patna,2020-07-04,['Food Shortage'],negative
1279463634599469056,Happy to share with you all Punjab Chief Minister @capt_amarinder Singh JI  has just announced cancellation of univ… https://t.co/Iu49GPw29t,Amritsar,Amritsar,2020-07-04,null,positive
1279463579092021248,"Intensive AV today. 
Each one contributed.
Despite maximum efforts COVID is proving a big challenge. The CS, DGP, S… https://t.co/XinilOVzBB",Pondicherry,Kheda,2020-07-04,null,neutral
1279463184282169346,"recently in current situation of  COVID-19, Gir Somnath district auto Rixa Man were takeing more amout of money fro… https://t.co/S2hDAKOsEk",Veraval,Somnath,2020-07-04,['Others'],negative
1279462609570295809,@Manjina_Hani Now finally got the reason behind why most of the ministers want the additional COVID-19 Incharge ins… https://t.co/shPhddDxyd,Tumkur,Tumkur,2020-07-04,null,positive
1279461618242293760,"@IamNabendu @DeccanHerald Stepping out of house is risky. 
The lockdown has not been able to break the chain.",Mumbai,Mumbai,2020-07-04,['Others'],negative
1279461438893903872,@hellguard @Rahulry002 @AskAnshul @Navimumpolice @MumbaiPolice first of all one should not  be present there becaus… https://t.co/mXrKwajawJ,Panvel,Raigad,2020-07-04,['Transpotation'],negative
1279461015487315968,"https://t.co/ay3L9dXN07
#lockdown #coronavirus #palayantime
#pravasimajdoor #india #dedicated to #majdoor
Hey dear… https://t.co/GsBD9P14Su",Udaipur,Udaipur,2020-07-04,null,neutral
1279460940136673284,Curfew in Aurangabad: Curfew imposed in Aurangabad to contain Covid-19 spread | Aurangabad News - Times of India https://t.co/UnouZUu022,Waluj,Aurangabad,2020-07-04,null,neutral
